t	v0	v1
0.0	0.19654746636037324	-3.2125901043870684
1.0000000000000287e-5	0.19483943519932478	-3.2125916190472763
2.0000000000000574e-5	0.19311896569314957	-3.2125751196631294
2.9999999999999472e-5	0.19138608251976597	-3.212540533842912
3.999999999999976e-5	0.18964081035708436	-3.2124877891949026
5.000000000000005e-5	0.18788317388301734	-3.2124168133273754
6.0000000000000334e-5	0.1861131977754762	-3.212327533848611
7.000000000000062e-5	0.18433090671237062	-3.212219878366875
7.999999999999952e-5	0.18253632537161835	-3.212093774490466
8.99999999999998e-5	0.18072618290656095	-3.211946856426961
0.0001000000000000001	0.17890451486114928	-3.211781662041846
0.00011000000000000038	0.17707132410608592	-3.2115981107000136
0.00012000000000000067	0.1752266135120767	-3.211396121766346
0.00012999999999999955	0.1733703859498199	-3.2111756146057324
0.00013999999999999985	0.17150264429002604	-3.210936508583059
0.00015000000000000015	0.16962339140339128	-3.2106787230632037
0.00016000000000000042	0.16773263016062573	-3.2104021774110647
0.00016999999999999933	0.16583036343242785	-3.2101067909915253
0.0001799999999999996	0.16391659408950332	-3.209792483169469
0.0001899999999999999	0.16199899172719207	-3.2094568795232026
0.0002000000000000002	0.16007000574133642	-3.209102638327559
0.00021000000000000047	0.1581296260321941	-3.208729665957069
0.00021999999999999938	0.1561778425000049	-3.208337868786259
0.00022999999999999965	0.15421464504502477	-3.2079271531896527
0.00023999999999999995	0.15224002356749644	-3.2074974255417867
0.0002500000000000002	0.1502539679676751	-3.2070485922171947
0.0002600000000000005	0.14825646814580531	-3.206580559590395
0.0002699999999999994	0.14624751400213626	-3.206093234035923
0.0002799999999999997	0.1442270954369178	-3.205586521928308
0.00029	0.14220095584284076	-3.20506048232143
0.0003000000000000003	0.1401687561644353	-3.2045153491049003
0.0003100000000000006	0.13812462357130073	-3.2039509718207784
0.0003199999999999995	0.13606854846013458	-3.2033672408537956
0.0003299999999999998	0.13400052122763634	-3.202764046588685
0.00034	0.13192053227049483	-3.2021412794101796
0.0003500000000000003	0.12982857198541115	-3.201498829703027
0.0003600000000000006	0.12772463076907803	-3.2008365878519474
0.0003699999999999995	0.1256086990181907	-3.2001544442416843
0.0003799999999999998	0.12348076712944937	-3.199452289256976
0.0003900000000000001	0.1213444125710616	-3.198730816529386
0.0004000000000000004	0.11919908862606968	-3.19799019219085
0.00041000000000000064	0.11704103101440241	-3.1972295818199123
0.0004199999999999996	0.1148702438519362	-3.196448859631265
0.0004299999999999998	0.11268673125453746	-3.195647899839575
0.0004400000000000001	0.11049049733807201	-3.194826576659516
0.0004500000000000004	0.10828154621841414	-3.193984764305776
0.0004600000000000007	0.10605988201142956	-3.193122336993021
0.0004699999999999996	0.10382550883298869	-3.1922391689359273
0.0004799999999999999	0.10157889765789374	-3.191333296049582
0.0004900000000000002	0.09931876762651655	-3.19040689922987
0.0005000000000000004	0.09704514653502835	-3.18945983545093
0.0005099999999999994	0.09475806217961065	-3.1884919616868848
0.0005199999999999996	0.09245754235643844	-3.1875031349118714
0.00053	0.09014361486168204	-3.186493212100018
0.0005400000000000002	0.08781630749151663	-3.1854620502254507
0.0005500000000000005	0.08547564804212016	-3.184409506262302
0.0005599999999999994	0.0831216643096699	-3.1833354371847014
0.0005699999999999997	0.08075438409033886	-3.182239699966779
0.00058	0.078369720006563	-3.1811167135809026
0.0005900000000000002	0.0759713715087368	-3.1799727466277874
0.0006000000000000006	0.07355937311750463	-3.1788076208920355
0.0006099999999999994	0.0711337593535102	-3.177621158158242
0.0006199999999999998	0.06869456473739999	-3.1764131802109974
0.00063	0.06624182378981683	-3.1751835088349027
0.0006400000000000004	0.06377557103140497	-3.1739319658145435
0.0006500000000000006	0.061295840982809685	-3.172658372934518
0.0006599999999999996	0.05880266816467408	-3.1713625519794237
0.0006699999999999998	0.05629608709764484	-3.1700443247338455
0.00068	0.05378087703845384	-3.168706599294062
0.0006900000000000004	0.051258282073378146	-3.1673508629877434
0.0007000000000000006	0.048723880284353704	-3.165974308856499
0.0007099999999999996	0.04617756832261452	-3.1645766415501213
0.0007199999999999998	0.04361924283940528	-3.1631575657184
0.0007300000000000002	0.04104880048596034	-3.1617167860111293
0.0007400000000000004	0.038466137913517606	-3.1602540070780876
0.0007500000000000007	0.03587115177332123	-3.158768933569079
0.0007599999999999996	0.033263738716605575	-3.157261270133889
0.0007699999999999999	0.030643795394612417	-3.1557307214223123
0.0007800000000000002	0.028054628607064095	-3.1541967502921917
0.0007900000000000004	0.025501347501447755	-3.152662323562394
0.0007999999999999994	0.022941634977230483	-3.151108210718855
0.0008099999999999996	0.02037473836320829	-3.1495337991967816
0.00082	0.017799904988174138	-3.147938476431383
0.0008300000000000002	0.01521638218092047	-3.1463216298578613
0.0008400000000000005	0.012623417270245471	-3.144682646911432
0.0008499999999999994	0.010020257584942831	-3.1430209150273014
0.0008599999999999997	0.0074061504538036615	-3.141335821640677
0.00087	0.004993344287201405	-3.139710112374507
0.0008800000000000002	0.0025870688315816365	-3.138069450862731
0.0008900000000000006	0.00018480653465771722	-3.1364124530513307
0.0008999999999999994	-0.002215960155861306	-3.1347377348862793
0.0009099999999999998	-0.004617748792259846	-3.133043912313541
0.00092	-0.007023076926834184	-3.1313296012790968
0.0009300000000000003	-0.009434462111862787	-3.129593417728908
0.0009400000000000006	-0.011854421899645796	-3.1278339776089554
0.0009499999999999995	-0.01428547384246067	-3.1260498968652044
0.0009599999999999998	-0.01673013549259572	-3.1242397914436317
0.00097	-0.018946038339038445	-3.122529818549163
0.0009800000000000004	-0.02116951611056632	-3.1207970218365695
